loan_id,no_of_dependents,self_employed,income_annum,loan_amount,loan_term,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
2369,5, No,6400000,22300000,12,500000,9100000,24100000,5800000, Approved
2370,1, Yes,9500000,28700000,16,24600000,4900000,31800000,6600000, Rejected
2371,3, Yes,300000,1000000,8,700000,200000,1100000,200000, Approved
2372,5, No,4100000,12300000,6,10900000,6100000,14100000,3500000, Approved
2373,2, No,8100000,20800000,18,4100000,15500000,16700000,10600000, Approved
2374,4, No,9900000,28400000,10,23700000,12700000,35800000,5800000, Approved
2375,0, No,4800000,19000000,12,7000000,1000000,15600000,4800000, Approved
2376,0, Yes,2900000,9700000,2,6700000,1600000,9100000,3900000, Approved
2377,1, Yes,3500000,13500000,12,8400000,3900000,11600000,4100000, Approved
2378,1, Yes,4900000,12600000,4,11800000,7300000,11800000,3800000, Approved
2379,2, Yes,5100000,13300000,14,5900000,7900000,18000000,3900000, Rejected
2380,5, No,7300000,26200000,10,1400000,12200000,26700000,10400000, Approved
2381,0, Yes,200000,300000,18,100000,300000,600000,100000, Rejected
2382,2, No,1400000,4700000,4,2100000,600000,4400000,1400000, Approved
2383,3, Yes,8700000,33600000,14,7700000,10000000,21700000,6200000, Rejected
2384,1, Yes,2800000,5900000,20,1000000,3200000,10300000,1400000, Approved
2385,3, Yes,9100000,30100000,14,26600000,7300000,22700000,8200000, Approved
2386,0, Yes,6800000,15300000,14,19900000,2600000,13900000,8300000, Approved
2387,0, Yes,5000000,17000000,6,6700000,6200000,15400000,5900000, Approved
2388,0, Yes,4400000,16800000,14,8700000,8700000,12600000,3400000, Approved
2389,5, Yes,8400000,18600000,20,2500000,7100000,28800000,9500000, Approved
2390,4, No,7800000,17300000,4,3600000,13100000,24300000,7200000, Rejected
2391,4, Yes,4800000,9900000,14,5200000,9300000,18600000,2900000, Approved
2392,1, No,3200000,8800000,4,1000000,2600000,10700000,3400000, Rejected
2393,5, Yes,2300000,6700000,16,6700000,3300000,8800000,2000000, Approved
2394,5, Yes,9200000,28100000,10,22300000,3300000,33200000,10700000, Rejected
2395,2, Yes,4700000,13700000,6,1300000,7900000,16700000,3500000, Rejected
2396,0, Yes,8000000,30400000,2,16600000,1400000,29100000,7800000, Approved
2397,1, Yes,2600000,8600000,6,800000,2900000,6000000,3100000, Approved
2398,3, No,200000,800000,20,0,300000,400000,300000, Approved
2399,5, No,7300000,17200000,2,6100000,8400000,23200000,4900000, Rejected
2400,4, No,3300000,11800000,2,7800000,2400000,12100000,3000000, Approved
2401,4, No,8300000,23300000,20,18500000,11500000,17100000,9900000, Rejected
2402,5, Yes,4100000,9600000,2,8800000,7800000,8500000,3100000, Rejected
2403,1, No,7300000,23700000,16,9400000,6800000,22600000,8500000, Approved
2404,1, No,9300000,27500000,6,12200000,13800000,25300000,10800000, Rejected
2405,2, Yes,4300000,15200000,12,3400000,2100000,12700000,4800000, Approved
2406,3, No,2600000,8100000,2,4200000,3100000,6200000,2500000, Approved
2407,5, No,2900000,9800000,12,5900000,2300000,6800000,2900000, Approved
2408,2, Yes,900000,3500000,6,2300000,300000,2000000,600000, Approved
2409,3, Yes,4900000,17500000,20,12600000,8700000,14300000,4800000, Approved
2410,0, No,7700000,24800000,10,16800000,10700000,27400000,4500000, Approved
2411,1, No,4700000,16800000,12,10400000,8300000,10600000,3400000, Approved
2412,5, No,3000000,8900000,20,2600000,1000000,10600000,2800000, Approved
2413,4, No,9700000,26200000,4,26200000,0,22500000,14000000, Rejected
2414,0, Yes,6900000,26800000,20,10800000,2500000,16700000,8300000, Rejected
2415,2, Yes,3800000,12400000,8,1800000,2600000,9700000,2600000, Rejected
2416,3, Yes,600000,1700000,14,0,1000000,1700000,600000, Rejected
2417,2, Yes,1200000,2900000,12,400000,1600000,3800000,600000, Rejected
2418,4, Yes,7800000,26800000,2,8900000,11200000,18400000,5600000, Approved
2419,0, No,9000000,35100000,6,500000,16200000,20700000,9100000, Approved
2420,1, No,2800000,9100000,12,3600000,500000,7800000,3600000, Rejected
2421,1, No,7800000,21300000,10,22800000,10700000,18500000,4500000, Rejected
2422,4, Yes,4700000,9500000,18,11800000,6600000,18000000,4100000, Approved
2423,2, No,4600000,17500000,20,11400000,6100000,14100000,4100000, Approved
2424,4, No,5100000,16100000,14,11400000,2700000,13100000,6700000, Rejected
2425,3, Yes,6100000,22800000,18,16800000,7300000,19600000,6000000, Approved
2426,0, No,6000000,22900000,16,12200000,6500000,17700000,7100000, Rejected
2427,2, No,8400000,23200000,16,15200000,5400000,18700000,8600000, Rejected
2428,2, No,9300000,22000000,14,4300000,3800000,28400000,13900000, Rejected
2429,0, No,4200000,10300000,10,9300000,4500000,12400000,6000000, Rejected
2430,3, No,9600000,37800000,10,6700000,5500000,34900000,11300000, Rejected
2431,3, No,5600000,13400000,6,14900000,9700000,12300000,6000000, Approved
2432,4, No,7800000,28600000,2,500000,12400000,29500000,10500000, Approved
2433,2, Yes,4500000,12600000,2,6900000,3900000,17800000,2900000, Approved
2434,3, No,2400000,5900000,2,1100000,500000,7400000,2500000, Rejected
2435,0, No,3900000,11300000,12,5000000,5900000,8800000,2100000, Rejected
2436,5, Yes,9600000,20600000,6,17300000,11000000,21700000,11600000, Rejected
2437,4, No,900000,2600000,2,600000,800000,3200000,1000000, Approved
2438,3, Yes,1100000,3800000,20,1400000,1500000,3200000,1100000, Approved
2439,4, No,6400000,24900000,2,10000000,5700000,18700000,6300000, Approved
2440,2, No,4600000,15000000,4,7200000,2400000,13000000,6600000, Approved
2441,4, No,7600000,29800000,20,13800000,5800000,15300000,5900000, Rejected
2442,5, No,6800000,20100000,14,1900000,600000,15600000,7500000, Approved
2443,5, No,7100000,27000000,20,5100000,9600000,20200000,7600000, Approved
2444,4, Yes,6700000,24700000,6,12900000,700000,18800000,8400000, Rejected
2445,5, Yes,5800000,12400000,6,5100000,9000000,14100000,7600000, Approved
2446,0, Yes,8600000,29400000,16,1000000,14100000,33000000,12300000, Approved
2447,0, Yes,3500000,10600000,4,8300000,4800000,9100000,2500000, Approved
2448,2, Yes,4800000,17500000,20,400000,6900000,13400000,7000000, Rejected
2449,5, Yes,6100000,14400000,16,9200000,2800000,23800000,5600000, Rejected
2450,5, Yes,5200000,12700000,16,11700000,100000,18100000,7200000, Approved
2451,5, Yes,4100000,12400000,8,8200000,1000000,13000000,3300000, Rejected
2452,5, No,3200000,7400000,2,2200000,2900000,10200000,3600000, Approved
2453,3, Yes,7500000,21600000,14,8800000,12100000,20100000,11200000, Approved
2454,2, Yes,1500000,4500000,14,3200000,1700000,4600000,1600000, Approved
2455,4, Yes,1200000,3100000,16,1200000,2200000,3500000,1700000, Rejected
2456,1, Yes,8400000,19700000,6,24700000,16500000,31800000,12100000, Rejected
2457,0, Yes,7900000,26300000,8,4600000,9200000,18400000,11800000, Approved
2458,1, Yes,2100000,4300000,20,100000,2300000,7500000,2300000, Approved
2459,2, No,2500000,7000000,20,800000,1200000,5200000,2300000, Rejected
2460,2, Yes,3700000,13900000,2,5900000,3200000,9100000,5500000, Approved
2461,5, No,1100000,4000000,16,400000,100000,2300000,700000, Rejected
2462,5, No,6500000,24800000,8,7000000,9600000,15700000,8800000, Approved
2463,0, Yes,8200000,31500000,8,11500000,8800000,19000000,6100000, Rejected
2464,2, No,5000000,12400000,8,11300000,6800000,13300000,4200000, Approved
2465,1, No,1500000,6000000,6,2600000,2700000,4800000,1900000, Rejected
2466,5, No,3700000,9100000,18,3400000,2400000,8400000,3300000, Rejected
2467,3, Yes,4100000,14600000,16,4700000,6600000,14900000,3000000, Approved
2468,2, No,7200000,16800000,6,6600000,6100000,14400000,9800000, Approved
2469,1, No,2000000,5000000,6,500000,2900000,5800000,1500000, Approved
2470,3, No,2000000,4700000,14,800000,3400000,5900000,1500000, Approved
2471,1, Yes,5100000,11500000,4,5000000,8900000,14100000,7000000, Approved
2472,1, No,6000000,13600000,12,9000000,300000,12600000,7100000, Approved
2473,1, No,4900000,18100000,8,13600000,400000,15500000,2400000, Rejected
2474,3, Yes,900000,2300000,12,1300000,0,3300000,1100000, Approved
2475,1, Yes,7500000,25000000,18,3500000,2200000,21700000,4700000, Approved
2476,2, No,6400000,25000000,12,13500000,5500000,25500000,5400000, Approved
2477,2, Yes,8700000,26400000,2,8500000,2400000,28800000,10300000, Approved
2478,4, Yes,7300000,17200000,18,18500000,4300000,23000000,5200000, Approved
2479,5, No,7400000,27100000,4,19800000,14600000,25200000,9400000, Approved
2480,2, No,2700000,9300000,16,7700000,2500000,6400000,3600000, Approved
2481,3, No,3400000,8900000,6,4200000,4800000,10200000,4200000, Approved
2482,3, Yes,2100000,7400000,4,3300000,2700000,6300000,2200000, Approved
2483,2, No,3100000,10500000,10,5500000,5900000,9000000,1600000, Approved
2484,5, No,4700000,17400000,2,10600000,7000000,10900000,5200000, Approved
2485,5, No,3100000,10500000,6,7700000,2100000,10900000,2900000, Approved
2486,2, No,5700000,20400000,2,3000000,3100000,22600000,2900000, Approved
2487,3, Yes,2300000,8000000,14,4400000,3300000,7700000,1800000, Rejected
2488,0, Yes,6600000,18500000,16,14600000,1100000,21800000,9700000, Approved
2489,2, Yes,2700000,6400000,18,5000000,1700000,9200000,1700000, Rejected
2490,1, Yes,800000,2800000,16,2000000,1300000,3100000,1200000, Approved
2491,1, No,6600000,18500000,8,2300000,3200000,24400000,7600000, Approved
2492,3, No,3900000,10700000,6,10600000,1900000,12500000,2700000, Approved
2493,5, No,200000,600000,16,0,0,500000,200000, Rejected
2494,3, No,2000000,4200000,6,1300000,1700000,6900000,1200000, Approved
2495,2, Yes,9100000,20900000,20,4200000,400000,30000000,13200000, Approved
2496,3, No,4700000,10800000,8,13300000,3100000,13600000,4800000, Rejected
2497,3, Yes,3200000,11100000,6,8900000,5700000,8100000,1500000, Approved
2498,2, No,1700000,4200000,14,200000,1600000,4600000,1600000, Approved
2499,1, No,2600000,8100000,12,4500000,5100000,6300000,2500000, Approved
2500,3, Yes,2700000,6700000,14,2400000,4200000,6000000,2000000, Approved
2501,0, Yes,3600000,13400000,6,3600000,0,11200000,4000000, Approved
2502,4, Yes,7200000,26000000,6,4700000,0,22600000,4200000, Approved
2503,2, Yes,2500000,6400000,6,6900000,200000,9900000,3500000, Approved
2504,2, No,5500000,19600000,16,2400000,4800000,10900000,3700000, Rejected
2505,3, Yes,9200000,33500000,8,20800000,15200000,29800000,11400000, Approved
2506,3, No,9000000,19000000,8,18300000,4500000,29600000,7200000, Approved
2507,4, Yes,5900000,15000000,14,16400000,4600000,17600000,8200000, Approved
2508,4, No,5600000,15600000,12,9900000,10700000,14600000,7000000, Rejected
2509,2, Yes,3200000,12500000,8,400000,5300000,10400000,4400000, Approved
2510,5, No,9100000,27800000,16,21900000,7000000,31900000,9400000, Rejected
2511,0, Yes,4600000,15100000,2,5600000,3900000,11800000,6600000, Approved
2512,4, No,7300000,14900000,2,13600000,12300000,20400000,7300000, Rejected
2513,5, Yes,1300000,3100000,16,200000,1700000,5100000,1400000, Approved
2514,0, No,1800000,4200000,6,1300000,1900000,6800000,2000000, Approved
2515,3, No,500000,1700000,10,400000,300000,1400000,300000, Rejected
2516,2, Yes,5700000,20500000,20,15200000,7800000,11400000,8500000, Approved
2517,4, No,300000,1100000,4,100000,0,1000000,200000, Approved
2518,5, Yes,2100000,7100000,10,1200000,2900000,5400000,1400000, Rejected
2519,1, Yes,5700000,20100000,14,11700000,7300000,17900000,6500000, Rejected
2520,1, Yes,1100000,2700000,16,1900000,300000,2200000,800000, Rejected
2521,5, No,9300000,34000000,6,4200000,600000,32800000,8200000, Approved
2522,1, Yes,3500000,8100000,10,7100000,5500000,7200000,2900000, Approved
2523,0, Yes,8200000,28800000,4,9000000,1100000,23000000,6300000, Approved
2524,2, Yes,7500000,17900000,20,9100000,5500000,23000000,4900000, Approved
2525,1, Yes,7000000,25600000,6,15100000,11500000,15300000,8700000, Rejected
2526,5, Yes,3900000,8300000,18,3900000,600000,10400000,5600000, Approved
2527,3, Yes,4700000,13200000,12,4000000,3300000,16600000,4300000, Rejected
2528,5, Yes,1700000,5200000,16,1700000,1200000,4000000,1000000, Approved
2529,0, No,2500000,7800000,8,5800000,0,5800000,3300000, Rejected
2530,1, Yes,400000,1400000,12,700000,0,1500000,400000, Rejected
2531,0, Yes,2400000,9100000,8,2200000,200000,5600000,3300000, Rejected
2532,4, No,5700000,21900000,2,3200000,1700000,14400000,6100000, Approved
2533,1, No,9800000,37900000,4,21800000,12200000,26100000,8500000, Approved
2534,5, No,9000000,32800000,4,10600000,4100000,18900000,11500000, Approved
2535,3, No,800000,3000000,14,1200000,1300000,2600000,400000, Approved
2536,1, No,1600000,4500000,14,1900000,2700000,3700000,1300000, Approved
2537,0, Yes,9800000,34100000,20,21500000,9400000,33400000,13600000, Approved
2538,5, Yes,2900000,7500000,12,3400000,3000000,10900000,3700000, Approved
2539,4, Yes,3900000,12000000,14,6000000,4700000,12900000,5200000, Approved
2540,0, Yes,3300000,9000000,18,6100000,3900000,6900000,4700000, Approved
2541,3, Yes,700000,2200000,8,1600000,400000,2400000,900000, Approved
2542,3, Yes,8400000,29500000,20,14600000,3400000,28900000,10900000, Approved
2543,1, Yes,4000000,12100000,12,10500000,2500000,15600000,5000000, Rejected
2544,0, Yes,1900000,6300000,16,1100000,100000,5100000,1900000, Approved
2545,0, No,3900000,14600000,2,9200000,4000000,14600000,5400000, Approved
2546,5, No,7400000,18000000,2,5300000,9400000,19900000,5300000, Approved
2547,5, Yes,5900000,16000000,6,15900000,5000000,12300000,3100000, Approved
2548,2, No,1400000,2900000,12,600000,1600000,5500000,1300000, Rejected
2549,2, Yes,1800000,5500000,6,2900000,300000,5600000,1300000, Rejected
2550,0, Yes,1000000,3100000,6,1900000,1700000,2800000,1400000, Rejected
2551,1, No,7400000,19200000,20,2200000,4800000,29200000,7000000, Rejected
2552,5, No,2700000,10600000,16,800000,2900000,9700000,2400000, Rejected
2553,1, Yes,3600000,13100000,8,2900000,100000,9900000,2700000, Rejected
2554,5, No,7000000,18400000,12,4700000,11900000,17000000,3800000, Rejected
2555,4, Yes,5000000,18000000,14,5300000,5600000,12800000,3300000, Rejected
2556,2, No,1800000,5700000,14,1400000,1100000,4400000,1300000, Rejected
2557,2, Yes,4700000,12000000,6,3400000,3800000,18000000,2300000, Rejected
2558,2, Yes,6700000,23100000,4,14400000,7100000,24300000,10000000, Approved
2559,5, No,5800000,17500000,10,5800000,1900000,12400000,3100000, Approved
2560,0, Yes,5900000,22700000,18,13400000,6300000,14500000,4000000, Approved
2561,4, No,6000000,15800000,18,6800000,4800000,13200000,6400000, Approved
2562,1, Yes,700000,1400000,10,700000,1100000,1600000,900000, Rejected
2563,0, Yes,3700000,13100000,14,10600000,6800000,9200000,4900000, Rejected
2564,0, Yes,7100000,19300000,6,3900000,4800000,21800000,5000000, Approved
2565,5, Yes,1100000,3900000,2,400000,1300000,4300000,1600000, Approved
2566,3, Yes,9500000,20100000,2,16800000,800000,32700000,11000000, Rejected
2567,4, Yes,2200000,8600000,2,1400000,3000000,4700000,2100000, Approved
2568,4, Yes,5500000,20000000,8,3800000,4700000,18000000,7900000, Approved
2569,3, Yes,4400000,16300000,20,5500000,8000000,12000000,4000000, Approved
2570,5, No,5000000,10800000,10,12300000,5000000,14100000,6300000, Rejected
2571,4, Yes,6100000,12500000,14,11300000,1500000,21900000,6800000, Approved
2572,3, No,8100000,22300000,10,20400000,8700000,19200000,6200000, Approved
2573,4, Yes,7000000,19600000,8,17600000,2600000,24300000,4500000, Approved
2574,4, No,5600000,14800000,20,9600000,9200000,11600000,6500000, Approved
2575,4, No,1800000,7000000,14,2600000,1000000,4500000,1500000, Approved
2576,2, No,3600000,12100000,14,10100000,4200000,13000000,5400000, Rejected
2577,5, No,600000,1300000,14,1000000,300000,1600000,900000, Rejected
2578,1, Yes,4900000,16500000,12,7500000,1400000,10300000,7200000, Rejected
2579,3, Yes,3000000,7100000,6,2000000,5700000,9500000,2500000, Rejected
2580,0, Yes,3800000,10600000,12,3300000,6500000,14400000,3100000, Rejected
2581,1, Yes,7600000,30000000,16,13300000,3600000,17200000,10800000, Approved
2582,4, No,7800000,25400000,18,3000000,14000000,30500000,7200000, Rejected
2583,0, No,6800000,21700000,20,17500000,1300000,18600000,3600000, Approved
2584,4, Yes,5900000,17300000,20,1500000,5600000,13000000,4100000, Approved
2585,2, No,4900000,16800000,10,2200000,8900000,12600000,2700000, Rejected
2586,3, Yes,1100000,3100000,16,1300000,100000,3000000,1600000, Rejected
2587,1, Yes,9800000,36000000,12,28000000,4100000,29800000,11200000, Approved
2588,1, Yes,1200000,4700000,2,1100000,300000,4200000,800000, Approved
2589,0, No,4700000,11500000,18,7500000,0,18700000,2600000, Approved
2590,4, No,6700000,16000000,4,0,13000000,20700000,5200000, Approved
2591,0, Yes,3700000,11300000,6,6200000,400000,10400000,5400000, Rejected
2592,2, No,7400000,16000000,20,16700000,5500000,26800000,4300000, Rejected
2593,2, No,3300000,11700000,14,4000000,6300000,8300000,1700000, Rejected
2594,2, Yes,4800000,15300000,12,3300000,4000000,12000000,4300000, Rejected
2595,4, Yes,4600000,11900000,6,11200000,8200000,17500000,5200000, Approved
2596,1, Yes,8000000,30600000,14,12700000,13100000,23900000,6800000, Rejected
2597,0, No,4100000,8800000,18,10900000,6400000,8600000,3500000, Rejected
2598,4, No,2600000,7200000,16,1300000,1000000,5800000,1400000, Approved
2599,3, No,1300000,5000000,6,2700000,2000000,4100000,900000, Approved
2600,0, Yes,2300000,4900000,12,3300000,2400000,4700000,3200000, Rejected
2601,5, No,300000,900000,6,800000,300000,700000,400000, Rejected
2602,0, Yes,7000000,21700000,20,6600000,5500000,14700000,3900000, Rejected
2603,3, Yes,4400000,10900000,18,8600000,6300000,8800000,3000000, Approved
2604,5, Yes,5100000,11800000,6,7600000,400000,10500000,4400000, Approved
2605,1, No,5900000,13000000,6,10800000,11600000,13100000,6600000, Approved
2606,3, Yes,7800000,27200000,16,3600000,8100000,21800000,8600000, Approved
2607,4, Yes,2200000,5100000,6,3200000,2600000,6600000,3100000, Rejected
2608,4, No,5400000,12600000,18,300000,2500000,21000000,6600000, Approved
2609,1, No,7400000,29100000,8,12100000,4800000,16300000,7000000, Approved
2610,4, No,5800000,12000000,12,9400000,8800000,14200000,3100000, Approved
2611,1, Yes,5800000,13000000,12,11300000,8400000,12000000,3900000, Approved
2612,3, Yes,4800000,14200000,12,3200000,200000,14000000,3000000, Rejected
2613,1, Yes,7400000,23900000,4,20800000,10900000,26100000,5600000, Approved
2614,0, Yes,9600000,19600000,12,21500000,700000,37600000,10900000, Rejected
2615,2, Yes,200000,500000,6,400000,0,500000,0, Approved
2616,4, No,700000,2100000,14,1900000,700000,2400000,1000000, Approved
2617,2, No,7600000,16700000,20,9900000,9600000,25100000,7400000, Approved
2618,1, Yes,1400000,3300000,18,900000,1500000,3000000,700000, Rejected
2619,2, Yes,3800000,15000000,14,10800000,2900000,10700000,3600000, Approved
2620,3, No,2700000,10800000,6,4400000,0,10300000,3500000, Rejected
2621,2, Yes,5000000,10700000,2,12600000,9000000,11500000,5700000, Approved
2622,4, Yes,9000000,28900000,6,11300000,1200000,33000000,4800000, Approved
2623,3, No,3700000,9000000,6,9300000,400000,9900000,3600000, Rejected
2624,4, Yes,300000,1100000,4,700000,100000,900000,100000, Approved
2625,4, No,1800000,4100000,8,2200000,2500000,3600000,1900000, Approved
2626,2, No,7900000,17700000,4,20900000,11800000,25600000,8400000, Rejected
2627,4, Yes,2100000,7700000,8,4300000,400000,4400000,1300000, Rejected
2628,0, Yes,900000,3100000,4,1700000,100000,3000000,500000, Approved
2629,3, No,9900000,23600000,18,18300000,8600000,23000000,9100000, Approved
2630,0, Yes,5600000,20000000,20,7100000,500000,20000000,7600000, Approved
2631,1, Yes,6000000,12200000,16,8800000,2600000,20600000,2900000, Approved
2632,5, No,5700000,18400000,4,12800000,4000000,17200000,4900000, Approved
2633,0, Yes,9000000,33100000,20,2800000,5900000,25300000,10300000, Approved
2634,0, No,7300000,16100000,2,7600000,1400000,21800000,10700000, Rejected
2635,5, No,5300000,20500000,16,11200000,7100000,21100000,4100000, Approved
2636,1, Yes,3500000,7400000,16,500000,6600000,9500000,2100000, Approved
2637,0, No,1000000,2200000,12,2200000,400000,3700000,1400000, Rejected
2638,0, No,5100000,19900000,12,1800000,7100000,18300000,5700000, Approved
2639,0, Yes,2900000,9900000,8,1800000,4500000,11200000,3700000, Rejected
2640,3, No,7600000,19100000,14,14800000,15000000,23500000,7300000, Approved
2641,5, Yes,6000000,14700000,18,15400000,9700000,13800000,3500000, Rejected
2642,1, No,6300000,18200000,18,4300000,5800000,15500000,5200000, Approved
2643,3, No,1900000,7400000,18,2300000,3000000,6000000,1800000, Approved
2644,4, No,600000,1400000,4,200000,300000,1700000,400000, Rejected
2645,2, Yes,4100000,11400000,14,8100000,7500000,10100000,5500000, Rejected
2646,0, Yes,800000,3200000,8,900000,400000,3100000,800000, Rejected
2647,2, No,6600000,22900000,16,2500000,11000000,26300000,8500000, Rejected
2648,4, Yes,300000,1100000,12,600000,0,800000,200000, Approved
2649,3, No,6100000,13500000,2,15700000,4200000,16100000,3400000, Approved
2650,5, Yes,4800000,17000000,10,6800000,5400000,12400000,2900000, Approved
2651,4, No,4500000,17300000,18,200000,4200000,12000000,2500000, Approved
2652,2, No,3800000,9400000,16,8300000,500000,9200000,2300000, Rejected
2653,2, Yes,7000000,18900000,8,13000000,13600000,20600000,5000000, Approved
2654,2, No,4400000,14200000,18,6300000,7800000,10800000,2400000, Approved
2655,5, No,5300000,19400000,6,14700000,7000000,13600000,3700000, Rejected
2656,0, Yes,2600000,5900000,6,5800000,3100000,7300000,3800000, Approved
2657,3, No,3300000,13100000,2,6000000,2500000,6700000,3800000, Approved
2658,1, Yes,1200000,4800000,6,2900000,1700000,3200000,1300000, Rejected
2659,3, No,4300000,8600000,8,9100000,5200000,15000000,5500000, Approved
2660,0, Yes,8400000,27200000,10,2500000,6400000,20100000,7200000, Rejected
2661,0, No,600000,1800000,18,1000000,700000,1200000,500000, Approved
2662,2, Yes,4700000,16200000,12,2300000,5400000,14800000,6700000, Approved
2663,3, No,4200000,12500000,20,1300000,5100000,10900000,2400000, Rejected
2664,2, No,4300000,14700000,2,4100000,7300000,13900000,4400000, Approved
2665,0, No,800000,2900000,2,100000,900000,2700000,1200000, Approved
2666,0, Yes,9300000,32000000,8,24800000,6400000,34900000,12400000, Rejected
2667,5, No,6200000,13700000,2,3300000,12300000,13900000,5500000, Rejected
2668,3, Yes,3500000,10200000,12,10400000,5700000,10000000,2400000, Approved
2669,2, Yes,3600000,9200000,18,4400000,1800000,10700000,3500000, Approved
2670,5, Yes,9500000,36700000,16,3500000,2200000,31600000,11400000, Rejected
2671,5, Yes,600000,1400000,10,1400000,400000,2000000,700000, Approved
2672,0, Yes,3800000,14900000,6,7800000,600000,12400000,2800000, Approved
2673,3, Yes,1400000,3500000,12,1200000,600000,3800000,1400000, Approved
2674,1, No,6300000,23900000,4,1500000,7100000,21800000,4300000, Approved
2675,1, Yes,2800000,6600000,18,4000000,4900000,7100000,3700000, Approved
2676,4, Yes,5400000,17100000,2,13800000,5100000,12200000,4700000, Approved
2677,3, Yes,6300000,23900000,16,12700000,9300000,15200000,5100000, Approved
2678,3, Yes,3900000,14300000,18,10900000,7600000,13900000,4900000, Approved
2679,2, Yes,4200000,15700000,2,7000000,700000,13300000,3000000, Approved
2680,0, No,3100000,8100000,18,400000,1600000,11600000,2400000, Approved
2681,1, No,3400000,8600000,6,7700000,1000000,7800000,4400000, Approved
2682,4, No,1500000,3100000,6,100000,2800000,3800000,1900000, Approved
2683,3, Yes,900000,2000000,18,2300000,700000,3500000,800000, Approved
2684,4, Yes,7800000,25600000,4,1000000,2300000,27300000,8200000, Approved
2685,1, Yes,3500000,10500000,20,8300000,4000000,7600000,2100000, Rejected
2686,1, No,8400000,32500000,14,20600000,5900000,17300000,12200000, Approved
2687,4, Yes,6400000,21300000,20,3600000,9100000,16200000,8000000, Rejected
2688,1, No,9600000,28300000,6,18700000,9300000,27300000,6000000, Rejected
2689,5, Yes,2100000,6500000,10,2400000,2800000,7300000,2700000, Approved
2690,2, Yes,6000000,19900000,8,12100000,8100000,20100000,6600000, Rejected
2691,0, Yes,8300000,16800000,18,8000000,10600000,23300000,11400000, Rejected
2692,1, Yes,5300000,18500000,6,6700000,8600000,16600000,4300000, Rejected
2693,1, Yes,9700000,23500000,4,15100000,9400000,23300000,8000000, Approved
2694,3, Yes,8200000,16500000,18,19000000,1200000,18500000,8200000, Rejected
2695,5, No,3400000,6900000,14,1800000,400000,10300000,3800000, Rejected
2696,5, No,2800000,11000000,12,3900000,4600000,10700000,2400000, Approved
2697,0, Yes,2400000,5200000,16,6300000,1000000,7500000,2900000, Approved
2698,1, No,8200000,24000000,4,10900000,15200000,25200000,10400000, Rejected
2699,4, No,4200000,11100000,8,11600000,200000,16800000,4900000, Rejected
2700,4, Yes,5500000,14800000,10,16000000,3400000,21200000,7700000, Rejected
2701,5, Yes,2900000,6300000,6,7900000,1600000,8000000,1600000, Approved
2702,5, No,6300000,20100000,12,15600000,11800000,16200000,5800000, Approved
2703,5, Yes,9700000,29100000,18,4700000,7400000,35600000,12400000, Approved
2704,1, No,6500000,16000000,6,2000000,0,24000000,9700000, Approved
2705,5, No,4900000,10800000,18,6800000,800000,14500000,5300000, Approved
2706,5, Yes,6900000,16500000,6,4100000,400000,14100000,6600000, Rejected
2707,4, Yes,1100000,3000000,4,300000,600000,3600000,1100000, Approved
2708,2, Yes,7800000,29600000,14,-100000,8600000,27000000,7200000, Approved
2709,2, Yes,8200000,23600000,6,23000000,10600000,27200000,6100000, Rejected
2710,5, Yes,6700000,23600000,14,3000000,3300000,19400000,7500000, Approved
2711,3, Yes,7400000,15200000,10,16700000,12800000,19300000,4800000, Rejected
2712,1, No,1200000,2700000,14,600000,2200000,2400000,600000, Approved
2713,0, No,9500000,24800000,2,17400000,16000000,19600000,12000000, Approved
2714,5, Yes,4000000,8200000,2,3500000,7700000,9500000,4400000, Approved
2715,0, Yes,8600000,32600000,8,21500000,14100000,33600000,11000000, Approved
2716,4, Yes,9100000,28400000,12,25800000,11800000,19300000,9700000, Approved
2717,0, Yes,7100000,18600000,20,19200000,13100000,23100000,5100000, Approved
2718,0, No,9000000,28400000,4,0,7200000,26900000,13200000, Approved
2719,3, Yes,1400000,2700000,14,1200000,1500000,4000000,1300000, Approved
2720,1, No,8800000,20200000,6,24200000,16100000,17600000,11900000, Approved
2721,3, Yes,5400000,14700000,4,12300000,9900000,15100000,6100000, Rejected
2722,1, No,6100000,19100000,6,5700000,5900000,12400000,6300000, Rejected
2723,1, No,1000000,3600000,4,1000000,1300000,3700000,1000000, Approved
2724,3, Yes,7700000,18100000,20,7800000,14500000,29100000,10000000, Approved
2725,1, Yes,6100000,12900000,2,8900000,7500000,15600000,7200000, Rejected
2726,2, Yes,7700000,21000000,12,16100000,4300000,27400000,10500000, Rejected
2727,4, Yes,4700000,12000000,2,5800000,8200000,13000000,6800000, Rejected
2728,2, Yes,9100000,34800000,20,21300000,10900000,30600000,9900000, Approved
2729,0, Yes,5800000,12700000,12,8400000,7300000,19600000,7600000, Rejected
2730,4, No,8500000,24900000,2,1900000,400000,21700000,11400000, Rejected
2731,2, Yes,9900000,33400000,14,16600000,16100000,21000000,9500000, Approved
2732,4, Yes,2000000,4000000,10,2100000,0,4000000,1700000, Approved
2733,1, Yes,5000000,16800000,6,6300000,7600000,16000000,3200000, Approved
2734,1, Yes,3200000,11800000,16,5500000,3200000,7500000,2300000, Approved
2735,1, Yes,8000000,27800000,8,7900000,1600000,27100000,11800000, Approved
